,timestamp,open,high,low,close,volume
0,2021-11-02,4321.68,4604.17,4285.53,4593.81,17283.77099
1,2021-11-03,4593.55,4670.05,4456.35,4604.71,17367.80099
2,2021-11-04,4606.14,4608.8,4422.85,4536.04,11925.39411
3,2021-11-05,4536.01,4573.43,4440.81,4479.07,9911.25103
4,2021-11-06,4478.9,4534.29,4329.0,4521.74,8811.04807
5,2021-11-07,4523.08,4639.84,4506.3,4616.67,7905.84872
6,2021-11-08,4617.13,4826.65,4616.08,4811.77,11262.38524
7,2021-11-09,4811.06,4840.99,4714.68,4732.65,11015.42411
8,2021-11-10,4732.03,4867.67,4462.08,4631.65,19460.28187
9,2021-11-11,4631.65,4784.35,4578.58,4722.68,12720.44736
10,2021-11-12,4720.15,4808.48,4509.49,4667.28,14468.10219
11,2021-11-13,4666.67,4709.78,4585.48,4644.97,7587.11435
12,2021-11-14,4644.75,4695.54,4516.13,4628.19,7648.07374
13,2021-11-15,4627.53,4773.04,4535.0,4564.66,11031.22515
14,2021-11-16,4563.29,4563.92,4106.0,4209.88,26072.98075
15,2021-11-17,4209.46,4302.18,4065.64,4291.4,15095.12179
16,2021-11-18,4289.87,4346.66,3960.11,3998.92,18139.01782
17,2021-11-19,3998.89,4312.68,3975.97,4297.79,13425.71429
18,2021-11-20,4298.98,4438.32,4205.46,4412.68,9090.30874
19,2021-11-21,4416.96,4427.55,4246.38,4260.87,8635.22898
20,2021-11-22,4263.93,4323.6,4023.71,4088.47,14382.23765
21,2021-11-23,4088.88,4387.5,4061.62,4341.46,13658.33888
22,2021-11-24,4340.26,4374.26,4169.5,4272.06,12472.95321
23,2021-11-25,4271.08,4555.48,4249.88,4526.92,10834.84429
24,2021-11-26,4527.0,4554.31,3914.43,4044.36,23974.94454
25,2021-11-27,4043.46,4187.02,4031.39,4098.98,8689.58868
26,2021-11-28,4097.75,4305.7,3964.43,4298.82,10671.21292
27,2021-11-29,4297.37,4462.77,4280.31,4449.23,11857.41291
28,2021-11-30,4448.52,4756.81,4347.08,4632.61,20756.28123
29,2021-12-01,4632.61,4783.11,4524.67,4587.79,16444.21627
30,2021-12-02,4587.32,4636.78,4435.79,4515.47,13401.09516
31,2021-12-03,4514.08,4674.57,4040.99,4217.81,21920.27931
32,2021-12-04,4216.37,4239.71,3489.48,4124.69,35764.14384
33,2021-12-05,4122.81,4255.77,4038.22,4199.51,17145.40745
34,2021-12-06,4202.29,4382.0,3925.4,4352.96,21424.30695
35,2021-12-07,4352.96,4429.53,4260.29,4308.82,11298.25358
36,2021-12-08,4310.0,4458.37,4200.0,4441.47,10991.47818
