,timestamp,open,high,low,close,volume
0,2020-01-01 05:00:00,129.67,129.72,129.67,129.67,5.46521
1,2020-01-01 06:00:00,130.0,130.13,129.93,130.09,5.36622
2,2020-01-01 07:00:00,129.96,130.09,129.86,129.98,9.80719
3,2020-01-01 08:00:00,129.67,129.89,129.62,129.89,4.78346
4,2020-01-01 09:00:00,129.98,130.07,129.8,129.8,3.51132
5,2020-01-01 10:00:00,129.71,130.27,129.71,130.27,1.02521
6,2020-01-01 11:00:00,130.51,131.39,130.31,130.31,34.44353
7,2020-01-01 12:00:00,130.33,131.14,130.27,131.14,19.37829
8,2020-01-01 13:00:00,131.22,131.34,130.93,131.25,24.90401
9,2020-01-01 14:00:00,131.23,131.81,130.91,131.41,30.10668
10,2020-01-01 15:00:00,131.37,131.49,131.37,131.49,0.7834
11,2020-01-01 16:00:00,131.67,131.77,131.46,131.77,2.54875
12,2020-01-01 17:00:00,132.67,132.67,132.05,132.14,27.08322
13,2020-01-01 18:00:00,131.95,132.08,131.36,131.65,21.75506
14,2020-01-01 19:00:00,131.45,131.55,131.3,131.3,3.68809
15,2020-01-01 20:00:00,131.57,131.77,131.36,131.77,14.9083
16,2020-01-01 21:00:00,131.71,131.85,131.36,131.53,11.36655
17,2020-01-01 22:00:00,131.42,131.42,129.6,129.91,79.6142
18,2020-01-01 23:00:00,129.9,130.33,129.39,130.33,64.93301
19,2020-01-02 00:00:00,130.33,130.33,130.33,130.33,0.0
20,2020-01-02 01:00:00,130.0,130.0,129.72,129.78,16.51024
21,2020-01-02 02:00:00,129.39,129.39,128.55,129.14,8.29849
22,2020-01-02 03:00:00,129.14,129.14,128.55,128.55,11.49582
23,2020-01-02 04:00:00,128.55,129.28,128.55,129.06,168.88344
24,2020-01-02 05:00:00,129.03,129.07,128.95,128.95,5.26733
25,2020-01-02 06:00:00,129.4,129.4,129.28,129.28,1.72338
26,2020-01-02 07:00:00,128.86,128.99,128.58,128.99,7.23874
27,2020-01-02 08:00:00,129.23,129.61,129.15,129.61,11.28562
28,2020-01-02 09:00:00,129.45,129.45,129.4,129.4,1.62308
29,2020-01-02 10:00:00,129.62,129.66,129.62,129.66,2.32309
30,2020-01-02 11:00:00,129.25,129.25,129.1,129.1,1.36744
31,2020-01-02 12:00:00,129.21,129.4,129.21,129.32,4.87251
32,2020-01-02 13:00:00,129.52,129.52,128.58,129.0,18.46285
33,2020-01-02 14:00:00,129.01,129.29,128.88,128.9,4.60778
34,2020-01-02 15:00:00,129.31,129.36,129.01,129.23,140.33204
35,2020-01-02 16:00:00,129.23,129.4,127.15,127.3,834.68035
36,2020-01-02 17:00:00,127.15,127.15,126.06,127.11,30.03149
37,2020-01-02 18:00:00,126.85,127.22,126.85,127.22,4.95352
38,2020-01-02 19:00:00,127.0,127.6,126.79,127.6,42.4098
39,2020-01-02 20:00:00,127.09,127.09,126.56,126.97,9.16001
40,2020-01-02 21:00:00,126.93,127.41,126.89,127.41,6.26491
